username,category,reserved_reason,reservation_policy,source_label,priority,is_active,requires_identity_verification
johnsenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
johnsonborough,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
johnsonboroughofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
johnsonhaven,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
johnsonhavenofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
johnsonland,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
johnsonlandofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
johnsonport,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
johnsonportofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
johnsonview,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
johnsonviewofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
johnstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
johnstadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
johnstonport,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
johnstonportofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
johnsund,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
johnsundofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
johnton,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
johntonofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jokioinen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
jokioinenofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
joly,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_FR,70,True,True
jolyofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_FR,68,True,True
jolysurlaurent,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_FR,70,True,True
jolysurlaurentofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_FR,68,True,True
jomala,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
jomalaofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
jonasborg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jonasborgofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jonathanfort,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jonathanfortofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jonathanland,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jonathanlandofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jonathanmouth,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jonathanmouthofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jonathansurmer,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_CA,70,True,True
jonathansurmerofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_CA,68,True,True
jonathanview,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jonathanviewofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jonathonton,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jonathontonofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jonberg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jonbergofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jonesfort,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jonesfortofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jonesport,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jonesportofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jonesview,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jonesviewofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jonkoping,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sv_SE,70,True,True
jonkopingofficial,city,Official city/community namespace variant.,claimable,faker_locale_sv_SE,68,True,True
jonsjen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jonsjenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jonstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jonstadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jordantown,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jordantownofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
joroinen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
joroinenofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
joseberg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
josebergofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
joseph,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_FR,70,True,True
josephbury,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
josephburyofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
josephchester,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
josephchesterofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
josephest,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_CA,70,True,True
josephestofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_CA,68,True,True
josephland,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
josephlandofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
josephofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_FR,68,True,True
josephstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
